text,airline_sentiment
The plane was old.	neutral
This was the worst flight ever.	negative
The air conditioning was broken.	negative
The crew was friendly.	positive
The crew was friendly.	positive
The flight was comfortable.	positive
The food was bland.	negative
The flight was terrible.	negative
The entertainment was not bad.	neutral
I love this airline!	positive
The check-in process was smooth.	positive
I am never flying with them again.	negative
The flight was excellent.	positive
The entertainment was not bad.	neutral
The flight was not bad.	neutral
The staff was not rude.	neutral
The flight was not smooth.	negative
The flight was bad.	negative
The luggage arrived late.	negative
The food was expensive.	neutral
The luggage arrived late.	negative
The staff was very friendly.	positive
The food was expensive.	neutral
The staff was attentive.	positive
The food was satisfactory.	neutral
The flight was bad.	negative
I hated the delay.	negative
The flight was on time.	neutral
The drinks were fine.	neutral
The drinks were fine.	neutral
Nothing special about this flight.	neutral
The staff was kind.	positive
The food was not good.	negative
The flight was okay.	neutral
I hated the delay.	negative
The food was okay.	neutral
It was an average experience.	neutral
The flight was fine.	neutral
The flight was fine.	neutral
The entertainment was okay.	neutral
The air conditioning was broken.	negative
The flight was not long.	neutral
The flight was boring.	neutral
The crew was friendly.	positive
The staff was cheerful.	positive
The food was not good.	negative
The staff was rude.	negative
The staff was rude.	negative
The food was average.	neutral
The flight was average.	neutral
Nothing special about this flight.	neutral
The flight was noisy.	negative
The staff was superb.	positive
The air conditioning was broken.	negative
The flight was enjoyable.	positive
The staff was very friendly.	positive
The crew was wonderful.	positive
I hated the delay.	negative
The staff was helpful.	positive
The staff was not rude.	neutral
I love this airline!	positive
The food was not bad.	neutral
The restroom was not clean.	negative
I hated the delay.	negative
The flight was not enjoyable.	negative
The food was bland.	negative
The food was cold.	negative
The staff was not helpful.	negative
The flight was not smooth.	negative
The service was acceptable.	positive
This was the worst flight ever.	negative
I am never flying with them again.	negative
The food was satisfactory.	neutral
The staff was cheerful.	positive
The entertainment was fine.	neutral
The entertainment was great.	positive
The flight was fine.	neutral
The staff was amazing.	positive
The entertainment was not bad.	neutral
The service was poor.	negative
The flight was terrible.	negative
The food was bland.	negative
The baggage was lost.	negative
The flight was not long.	neutral
The flight was comfortable.	positive
The food was okay.	neutral
The food was okay.	neutral
The flight was not smooth.	negative
The flight was uneventful.	neutral
The flight was delayed for hours.	negative
The flight was terrible.	negative
The plane was old.	neutral
I hated the delay.	negative
This was the worst flight ever.	negative
The food was satisfactory.	neutral
The staff was attentive.	positive
The plane was dirty.	negative
The seats were uncomfortable.	negative
The flight was not long.	neutral
The flight was turbulent.	neutral
The plane was old.	neutral
The staff was rude.	negative
The crew ignored my request.	negative
The staff was helpful.	positive
The crew was amazing!	positive
The crew was inattentive.	negative
The baggage was lost.	negative
The service was acceptable.	neutral
The flight was noisy.	negative
The flight was noisy.	negative
The flight was fine.	neutral
The flight was not smooth.	negative
The food was cold.	negative
The flight was noisy.	negative
The staff was kind.	positive
The plane was old.	neutral
The plane was old.	neutral
The food was not bad.	neutral
The food was okay.	neutral
The service was acceptable.	positive
The crew was friendly.	positive
The entertainment was great.	positive
The food was delicious.	positive
The food was satisfactory.	neutral
The flight was not enjoyable.	negative
The staff was cheerful.	positive
The flight was terrible.	negative
The staff was not helpful.	negative
The entertainment was great.	positive
The baggage was lost.	negative
This was the worst flight ever.	negative
The entertainment was okay.	neutral
The crew was friendly.	positive
The crew was amazing!	positive
The food was not bad.	neutral
The entertainment was fine.	neutral
The crew was amazing!	positive
The entertainment was fine.	neutral
This was the worst flight ever.	negative
The flight was boring.	neutral
The staff was attentive.	positive
The flight was boring.	neutral
It was an average experience.	neutral
The staff was cheerful.	positive
The drinks were fine.	neutral
The pilot was very professional.	positive
The food was bland.	negative
The flight was delayed for hours.	negative
The flight was not bad.	neutral
The flight was bad.	negative
The flight was not smooth.	negative
The drinks were fine.	neutral
The staff was attentive.	positive
The flight was delayed for hours.	negative
The food was bland.	negative
This was the worst flight ever.	negative
The staff was cheerful.	positive
The plane was old.	neutral
The flight was fine.	neutral
The flight was terrible.	negative
The landing was smooth.	positive
The service was acceptable.	positive
The staff smiled a lot.	positive
The service was poor.	negative
The staff was not rude.	neutral
The flight was on time.	neutral
The staff was very friendly.	positive
The staff was not rude.	neutral
The staff was helpful.	positive
The landing was smooth.	positive
The plane was old.	neutral
The flight was uneventful.	neutral
The crew was amazing!	positive
The luggage arrived late.	negative
The food was bland.	negative
The staff was superb.	positive
The flight was turbulent.	neutral
The staff was not rude.	neutral
The flight was excellent.	positive
This was the worst flight ever.	negative
The check-in process was smooth.	positive
The staff was not rude.	neutral
The restroom was not clean.	negative
The pilot was very professional.	positive
The flight was turbulent.	neutral
The flight was not bad.	neutral
The flight was turbulent.	neutral
The air conditioning was broken.	negative
The staff was cheerful.	positive
The food was satisfactory.	neutral
The food was not good.	negative
The food was satisfactory.	neutral
The entertainment was not bad.	neutral
The check-in process was smooth.	positive
The flight was terrible.	negative
The food was bland.	negative
The plane was dirty.	negative
The flight was okay.	neutral
The flight was terrible.	negative
The boarding was quick.	positive
The flight was excellent.	positive
I hated the delay.	negative
This was the worst flight ever.	negative
Nothing special about this flight.	neutral
The flight was uneventful.	neutral
The food was expensive.	neutral
The seats were uncomfortable.	negative
